group_id,technique_id
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5
intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
intrusion-set--4e868dad-682d-4897-b8df-2dc98f46c68a,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--fde016f6-211a-41c8-a4ab-301f1e419c62
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--7decb26c-715c-40cf-b7e0-026f7d7cc215
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--1cec9319-743b-4840-bb65-431547bce82a
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--bf147104-abf9-4221-95d1-e81585859441
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--75b9a4d2-d4e2-4ca1-9aab-1badd9e05fd0
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--674582ec-51c4-42ce-b409-797239e37a2a,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18
intrusion-set--fed4f0a2-4347-4530-b0f5-6dfd49b29172,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--d94b3ae9-8059-4989-8e9f-ea0f601f80a7
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--d4287702-e2f7-4946-bdfa-2c7f5aaa5032
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3
intrusion-set--96e239be-ad99-49eb-b127-3007b8c1bec9,attack-pattern--f244b8dd-af6c-4391-a497-fc03627ce995
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--bbe5b322-e2af-4a5e-9625-a4e62bf84ed3
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--212306d8-efa4-44c9-8c2d-ed3d2e224aa0
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--79da0971-3147-4af6-a4f5-e8cd447cd795
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--212306d8-efa4-44c9-8c2d-ed3d2e224aa0
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--212306d8-efa4-44c9-8c2d-ed3d2e224aa0
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--cc723aff-ec88-40e3-a224-5af9fd983cc4
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
intrusion-set--64d5f96a-f121-4d19-89f6-6709f5c49faa,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
intrusion-set--918da025-04bd-48af-b6c4-f3e4d1b915eb,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414
intrusion-set--0d4ac089-ced4-4cc4-a989-174d08e6d030,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--ebd7ce77-c9ba-4fba-bb28-58296ac66559,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,attack-pattern--937e4772-8441-4e4a-8bf0-8d447d667e23
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5
intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--810d8072-afb6-4a56-9ee7-86379ac4a6f3
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--635cbe30-392d-4e27-978e-66774357c762
intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--19401639-28d0-4c3c-adcc-bc2ba22f6421
intrusion-set--090242d7-73fc-4738-af68-20162f7a5aae,attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54
intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
intrusion-set--96e239be-ad99-49eb-b127-3007b8c1bec9,attack-pattern--791481f8-e96a-41be-b089-a088763083d4
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--2cd950a6-16c4-404a-aa01-044322395107
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--635cbe30-392d-4e27-978e-66774357c762
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--3dc8c101-d4db-4f4d-8150-1b5a76ca5f1b
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
