source,target,relation
malware--687c23e4-4e25-4ee7-a870-c5e002511f54,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,uses
malware--4b68b5ea-2e1b-4225-845b-8632f702b9a0,attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6,uses
malware--00c3bfcb-99bd-4767-8c03-b08f585f5c8a,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,uses
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,uses
intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,malware--91c57ed3-7c32-4c68-b388-7db00cb8dac6,uses
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0,uses
intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,uses
malware--9fd4e24b-3b12-4c7c-925f-226e2e3c3758,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,uses
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,uses
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,uses
malware--e14085cb-0e8d-4be6-92ba-e3b93ee5978f,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,uses
malware--ade37ada-14af-4b44-b36c-210eec255d53,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,uses
malware--951313b3-6064-4ce0-b4b6-a153c3973da7,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,uses
malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
intrusion-set--e5603ea8-4c36-40e7-b7af-a077d24fedc1,malware--21583311-6321-4891-8a37-3eb4e57b0fb1,uses
malware--4fbd565b-bf55-4ac7-80b4-b183a7b64b9c,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d,uses
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,malware--824a230d-0f6a-4fd0-99df-8d464db2265e,uses
course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,mitigates
intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40,malware--d906e6f7-434c-44c0-b51a-ed50af8f7945,uses
malware--9020f5c7-efde-4125-a4f1-1b70f1274ddd,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
malware--69d6f4a9-fcf0-4f51-bca7-597c51ad0bb8,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,malware--72911fe3-f085-40f7-b4f2-f25a4221fe44,uses
malware--97da6467-c9c5-4eb0-84d4-1234e937e534,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,uses
campaign--a6aba167-5ada-4812-9da1-912c0e73335d,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--a7881f21-e978-4fe4-af56-92c9416a2616,attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,uses
tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27,attack-pattern--f2857333-11d4-45bf-b064-2c28d8525be5,uses
malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
x-mitre-detection-strategy--3243e976-0cf8-4f18-8b50-38b9ee5bfc4c,attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345,detects
malware--cf8df906-179c-4a78-bd6e-6605e30f6624,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
malware--b51797f7-57da-4210-b8ac-b8632ee75d70,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,uses
malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8,uses
malware--46cbafbc-8907-42d3-9002-5327c26f8927,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--5f1d4579-4e8f-48e7-860e-2da773ae432e,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56,uses
x-mitre-detection-strategy--994c7fc6-ad85-47e6-9079-fb872ec7e541,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92,detects
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--232a7e42-cd6e-4902-8fe9-2960f529dd4d,uses
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,uses
malware--df350889-4de9-44e5-8cb3-888b8343e97c,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
x-mitre-detection-strategy--8582f5e6-44a5-4950-b7e8-a3e1b6d58d63,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,detects
malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,uses
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,mitigates
malware--809bc57b-4d4c-43de-b698-448334ed8185,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,uses
malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,attack-pattern--79a4052e-1a89-4b09-aea6-51f1d11fe19c,mitigates
campaign--4fd53ccc-c6b1-4e3c-abe8-a456d46d789e,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,uses
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,uses
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,uses
campaign--75ea699b-bff5-4541-b9b7-df4996c9db3c,attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19,uses
malware--91c57ed3-7c32-4c68-b388-7db00cb8dac6,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,uses
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
malware--ef2247bf-8062-404b-894f-d65d00564817,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,uses
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,uses
malware--32066e94-3112-48ca-b9eb-ba2b59d2f023,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,uses
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,uses
malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--861b8fd2-57f3-4ee1-ab5d-c19c3b8c7a4a,mitigates
malware--2683fde8-1dc4-415c-94bd-9bb95cc5b7ff,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,uses
malware--9af05de0-bc09-4511-a350-5eb8b06185c1,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--e48df773-7c95-4a4c-ba70-ea3d15900148,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
malware--e9595678-d269-469e-ae6b-75e49259de63,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--f244b8dd-af6c-4391-a497-fc03627ce995,uses
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163,uses
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,uses
malware--4f1c389e-a80e-4a3e-9b0e-9be8c91df64f,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,uses
attack-pattern--60c4b628-4807-4b0b-bbf5-fdac8643c337,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2,subtechnique-of
malware--0852567d-7958-4f4b-8947-4f840ec8d57d,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,uses
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--5d2be8b9-d24c-4e98-83bf-2f5f79477163,uses
malware--3fc44c12-b16e-4de1-8869-cf0eb4446070,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,uses
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,uses
malware--d52291b4-bb23-45a8-aef0-3dc7e986ba15,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--4c6d62c2-89f5-4159-8fab-0190b1f9d328,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6,mitigates
malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,uses
malware--9af05de0-bc09-4511-a350-5eb8b06185c1,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,uses
malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
malware--56aa3c82-ed40-4b5a-84bf-7231356d9e96,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,uses
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,uses
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,uses
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
malware--a8839c95-029f-44cf-8f3d-a3cf2039e927,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,uses
malware--d2c7f8ad-3b50-4cfa-bbb1-799eff06fb40,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,uses
malware--eddb863e-fc77-41c1-86e9-5210d6d58b88,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
tool--115f88dd-0618-4389-83cb-98d33ae81848,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,uses
malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,uses
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58,mitigates
malware--5dd649c0-bca4-488b-bd85-b180474ec62e,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,uses
malware--dff90475-9f72-41a6-84ed-1fbefd3874c0,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2,mitigates
malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,uses
malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2,attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,uses
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,uses
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,uses
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--5502c4e9-24ef-4d5f-8ee9-9e906c2f82c4,uses
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,tool--26c87906-d750-42c5-946c-d4162c73fc7b,uses
malware--03ea629c-517a-41e3-94f8-c7e5368cf8f4,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
malware--2a70812b-f1ef-44db-8578-a496a227aef2,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,uses
course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,mitigates
attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,subtechnique-of
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,uses
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf,uses
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,uses
malware--3fc44c12-b16e-4de1-8869-cf0eb4446070,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
malware--1fefb062-feda-484a-8f10-0cebf65e20e3,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,uses
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,uses
malware--6a92d80f-cc65-45f6-aa66-3cdea6786b3c,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,uses
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--5502c4e9-24ef-4d5f-8ee9-9e906c2f82c4,uses
malware--9edc41d1-a13d-4acf-b400-d47fb2f6809d,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,uses
malware--4b1b3a36-bbd6-462c-9c03-7fd4fb5e0dfa,attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643,uses
malware--4c59cce8-cb48-4141-b9f1-f646edfaadb0,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,uses
attack-pattern--128c55d3-aeba-469f-bd3e-c8996ab4112a,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,revoked-by
malware--44c75271-0e4d-496f-ae0a-a6d883a42a65,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--800f9819-7007-4540-a520-40e655876800,mitigates
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,uses
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,attack-pattern--212306d8-efa4-44c9-8c2d-ed3d2e224aa0,uses
malware--72911fe3-f085-40f7-b4f2-f25a4221fe44,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
x-mitre-detection-strategy--d3a3919f-2f04-49f4-808e-1f88538ee02b,attack-pattern--ce4b7013-640e-48a9-b501-d0025a95f4bf,detects
campaign--b66bc597-399c-4e4d-828a-1ed4a7f1fb15,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,uses
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7,uses
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
intrusion-set--d69e568e-9ac8-4c08-b32c-d93b43ba9172,attack-pattern--d4287702-e2f7-4946-bdfa-2c7f5aaa5032,uses
malware--579607c2-d046-40df-99ab-beb479c37a2a,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,uses
malware--05318127-5962-444b-b900-a9dcfe0ff6e9,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,uses
malware--22b17791-45bf-45c0-9322-ff1a0af5cf2b,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,mitigates
malware--e23d2777-b85d-44fc-861e-9149d399fbb9,attack-pattern--6bc7f9aa-b91f-4b23-84b8-5e756eba68eb,uses
malware--60c18d06-7b91-4742-bae3-647845cd9d81,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
intrusion-set--1c3dcf91-b859-4aae-a09c-ae26dc8b6390,attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4,uses
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--c283d88f-8c23-4318-9da5-3d50cecad756,uses
malware--951313b3-6064-4ce0-b4b6-a153c3973da7,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,uses
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,uses
attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,subtechnique-of
intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,malware--fb28627c-d6ea-4c35-b138-ab5e96ae5445,uses
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83,mitigates
intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,uses
malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6,uses
tool--1244e058-fa10-48cb-b484-0bcf671107ae,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
malware--f99f3dcc-683f-4936-8791-075ac5e58f10,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,uses
malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,uses
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--63b24abc-5702-4745-b1e4-ac70b20a43f2,uses
malware--d2c7f8ad-3b50-4cfa-bbb1-799eff06fb40,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,uses
malware--40a1b8ec-7295-416c-a6b1-68181d86f120,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,uses
x-mitre-detection-strategy--7e71997a-80b5-4d0d-807e-472116b46b77,attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd,detects
tool--c4810609-7da6-48ec-8057-1b70a7814db0,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,uses
malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
x-mitre-detection-strategy--32af4177-8c33-43d8-8e2c-9e11ac6dd451,attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,detects
malware--3161d76a-e2b2-4b97-9906-24909b735386,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,uses
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,attack-pattern--76551c52-b111-4884-bc47-ff3e728f0156,uses
malware--802a874d-7463-4f2a-99e3-6a1f5a919a21,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,uses
tool--cde2d700-9ed1-46cf-9bce-07364fe8b24f,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,subtechnique-of
malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--8c8e8b01-b4b1-479b-a7a9-78c40a12b916,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,uses
malware--bd7a9e13-69fa-4243-a5e5-04326a63f9f2,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3,uses
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--60a9c2f0-b7a5-4e8e-959c-e1a3ff314a5f,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--60d50676-459a-47dd-92e9-a827a9fe9c58,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,malware--8f460983-1bbb-4e7e-8094-f0b5e720f658,uses
campaign--808d6b30-df4e-4341-8248-724da4bac650,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,uses
intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
malware--56d10a7f-bb42-4267-9b4c-63abb9c06010,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,uses
malware--4e385fa6-ebe0-43fc-9ccf-5b51b5dc4d79,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--a7881f21-e978-4fe4-af56-92c9416a2616,attack-pattern--93591901-3172-4e94-abf8-6034ab26f44a,uses
campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4,attributed-to
campaign--78068e68-4124-4243-b6f4-76e4e5be8a06,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
malware--58c5a3a1-928f-4094-9e98-a5a4e56dd5f3,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,uses
intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54,uses
malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
course-of-action--d2a24649-9694-4c97-9c62-ce7b270bf6a3,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,mitigates
malware--42fdf9db-6005-4bb3-96f6-496b94ce519d,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,uses
malware--9752aef4-a1f3-4328-929f-b64eb0536090,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b,uses
malware--71fe9df1-1c6f-430c-ab9b-ff3c11074e52,attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852,uses
malware--ca0fead6-5277-427a-825b-42ff1fbe476e,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,uses
malware--a87c8100-8735-440e-8ee4-27aabb643592,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee,mitigates
malware--579607c2-d046-40df-99ab-beb479c37a2a,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,mitigates
malware--82adb90e-43b8-4bce-9efe-afeba65457b2,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
